Word,Normalized Score,Unique Letter Count,Unique Letters
Yoke,2.398,4,ekoy
Yokeable,2.833,7,abekloy
Yokeage,2.708,6,aegkoy
Yoked,2.565,5,dekoy
Yokel,2.485,5,ekloy
Yokeldom,2.89,7,deklmoy
Yokelish,2.89,8,ehiklosy
Yokelism,2.833,8,eiklmosy
Yokelry,2.833,6,eklory
Yokels,2.565,6,eklosy
Yokemate,2.833,7,aekmoty
Yokemates,2.89,8,aekmosty
Yokemating,2.996,10,aegikmnoty
Yoker,2.485,5,ekory
Yokes,2.485,5,ekosy
Yokewise,2.89,7,eikoswy
Yoky,2.639,3,koy
Yoking,2.639,6,giknoy
Yokohama,2.996,6,ahkmoy
Yokozuna,3.178,7,aknouyz
Yokozunas,3.219,8,aknosuyz
Yoks,2.398,4,kosy
Yokuts,2.565,6,kostuy
Yolden,2.303,6,delnoy
Yoldia,2.303,6,adiloy
Yoldring,2.565,8,dgilnory
Yolk,2.398,4,kloy
Yolked,2.639,6,dekloy
Yolky,2.708,4,kloy
Yolkier,2.639,7,eiklory
Yolkiest,2.708,8,eiklosty
Yolks,2.485,5,klosy
Yom,2.079,3,moy
Yomer,2.303,5,emory
Yomim,2.485,4,imoy
Yomin,2.303,5,imnoy
Yomud,2.398,5,dmouy
Yon,1.792,3,noy
Yoncopin,2.708,6,cinopy
Yond,2.079,4,dnoy
Yonder,2.303,6,denory
Yondmost,2.639,7,dmnosty
Yondward,2.773,7,adnorwy
Yoni,1.946,4,inoy
Yonic,2.303,5,cinoy
Yonis,2.079,5,inosy
Yonker,2.565,6,eknory
Yonkers,2.639,7,eknorsy
Yonside,2.398,7,deinosy
Yont,1.946,4,noty
Yor,1.792,3,ory
Yore,1.946,4,eory
Yores,2.079,5,eorsy
Yoretime,2.565,7,eimorty
York,2.398,4,kory
Yorker,2.565,5,ekory
Yorkers,2.639,6,ekorsy
Yorkish,2.833,7,hikorsy
Yorkist,2.639,7,ikorsty
Yorkshire,2.944,8,ehikorsy
Yorkshireism,3.178,9,ehikmorsy
Yorkshireman,3.178,11,aehikmnorsy
Yorlin,2.197,6,ilnory
Yoruba,2.398,6,aboruy
Yoruban,2.485,7,abnoruy
Yosemite,2.565,7,eimosty
Yot,1.792,3,oty
Yotacism,2.708,8,acimosty
Yotacize,3.091,8,aceiotyz
Yote,1.946,4,eoty
You,1.792,3,ouy
Youd,2.079,4,douy
Youden,2.303,6,denouy
Youdendrift,2.944,10,definortuy
Youdith,2.639,7,dhiotuy
Youl,1.946,4,louy
Young,2.197,5,gnouy
Younger,2.398,7,egnoruy
Youngers,2.485,8,egnorsuy
Youngest,2.485,8,egnostuy
Younghearted,2.996,11,adeghnortuy
Youngish,2.708,8,ghinosuy
Younglet,2.485,8,eglnotuy
Youngly,2.639,6,glnouy
Youngling,2.639,7,gilnouy
Younglings,2.708,8,gilnosuy
Youngs,2.303,6,gnosuy
Youngster,2.565,9,egnorstuy
Youngsters,2.639,9,egnorstuy
Youngstown,2.833,8,gnostuwy
Youngth,2.639,7,ghnotuy
Youngun,2.398,5,gnouy
Younker,2.639,7,eknoruy
Younkers,2.708,8,eknorsuy
Youp,2.197,4,opuy
Youpon,2.398,5,nopuy
Youpons,2.485,6,nopsuy
Your,1.946,4,oruy
Youre,2.079,5,eoruy
Yourn,2.079,5,noruy
Yours,2.079,5,orsuy
Yoursel,2.303,7,elorsuy
Yourself,2.639,8,eflorsuy
Yourselves,2.773,8,elorsuvy
Yourt,2.079,5,ortuy
Yous,1.946,4,osuy
Youse,2.079,5,eosuy
Youstir,2.303,7,iorstuy
Youth,2.398,5,hotuy
Youthen,2.565,7,ehnotuy
Youthened,2.773,8,dehnotuy
Youthening,2.833,9,eghinotuy
Youthens,2.639,8,ehnostuy
Youthes,2.565,7,ehostuy
Youthful,2.833,7,fhlotuy
Youthy,2.708,5,hotuy
Youthily,2.833,7,hilotuy
Youthly,2.773,6,hlotuy
Youthlike,2.944,9,ehiklotuy
Youths,2.485,6,hostuy
Youthsome,2.833,8,ehmostuy
Youthtide,2.773,8,dehiotuy
Youthwort,2.89,7,hortuwy
Youve,2.398,5,eouvy
Youward,2.639,7,adoruwy
Youwards,2.708,8,adorsuwy
Youze,2.833,5,eouyz
Yoven,2.398,5,enovy
Yow,2.197,3,owy
Yowden,2.565,6,denowy
Yowe,2.303,4,eowy
Yowed,2.485,5,deowy
Yowes,2.398,5,eoswy
Yowie,2.398,5,eiowy
Yowies,2.485,6,eioswy
Yowing,2.565,6,ginowy
Yowl,2.303,4,lowy
Yowled,2.565,6,delowy
Yowley,2.708,5,elowy
Yowler,2.485,6,elorwy
